subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
African-Americans,2035,P25,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.3000000000011,175.29999999999927,0.0,0.0,159.19999999999982,0.0,279.39999999999964,114.80000000000109,0.0,0.0,0.0,0.0,989.2000000000007,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2035,P5,4.519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.6800000000003,67.47000000000025,0.0,0.0,0.0,0.0,672.79,366.6899999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2035,P50,191.19999999999982,0.0,0.0,0.0,0.0,2.6000000000000227,0.0,0.0,0.0,0.0,-817.5,-845.0999999999985,0.0,0.0,-518.0,0.0,-644.7000000000007,-756.0,0.0,0.0,0.0,0.0,-341.89999999999964,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2035,P75,285.0,-69.0,-23.0,-110.0,0.0,2.0,0.0,0.0,0.0,0.0,-1377.0,-1408.0,17.0,0.0,-1392.0,0.0,-1018.0,-1314.0,0.0,0.0,215.0,0.0,-1442.0,-920.0,0.0,0.0,-5.0,Race/Ethnicity
African-Americans,2035,P90,18.0,-264.0,-144.0,-298.0,-2.0,0.0,0.0,0.0,0.0,0.0,-776.0,-630.0,139.0,0.0,-1937.0,-119.0,-1575.0,-718.0,-10.0,-11.0,51.0,0.0,-1565.0,-2186.0,-84.0,0.0,-12.0,Race/Ethnicity
African-Americans,2035,P95,569.0,0.0,-246.0,-162.0,-4.0,0.0,16.0,0.0,0.0,0.0,-1539.0,-903.0,243.0,0.0,-2086.0,-241.0,-1992.0,-901.0,0.0,0.0,59.0,0.0,-1679.0,-2854.0,-64.0,0.0,-20.0,Race/Ethnicity
African-Americans,2035,P99,1876.0,0.0,-510.0,-1927.0,-8.0,0.0,-27.0,0.0,0.0,-38.0,-5494.0,-4933.0,1259.0,0.0,-1734.0,-557.0,1937.0,-5358.0,0.0,0.0,-992.0,0.0,-1174.0,-2616.0,-559.0,-589.0,-175.0,Race/Ethnicity
African-Americans,2045,P10,66.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.4799999999996,1360.4099999999999,0.0,0.0,0.0,0.0,1793.7900000000009,1313.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2045,P25,240.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.3999999999996,332.2999999999993,0.0,0.0,-332.89999999999964,0.0,357.09999999999854,321.60000000000036,0.0,0.0,0.0,0.0,624.2999999999993,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2045,P5,7.060000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.8899999999999,455.97000000000025,0.0,0.0,0.0,0.0,880.6299999999992,261.3099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2045,P50,599.7000000000003,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-518.7999999999993,-886.7000000000007,0.0,0.0,-592.3999999999996,0.0,-266.2000000000007,-859.6000000000022,0.0,0.0,0.0,0.0,-473.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2045,P75,984.0,-21.0,-22.0,-167.0,0.0,1.0,0.0,0.0,0.0,0.0,-621.0,-1232.0,16.0,0.0,-1624.0,0.0,-641.0,-1211.0,0.0,-1.0,881.0,0.0,-1850.0,-2156.0,0.0,0.0,4.0,Race/Ethnicity
African-Americans,2045,P90,675.0,-74.0,-151.0,-653.0,-2.0,-45.0,135.0,0.0,0.0,0.0,-1495.0,-1205.0,149.0,0.0,-2629.0,-120.0,-1613.0,-2287.0,-5.0,-8.0,603.0,0.0,-2464.0,-3095.0,-93.0,0.0,-10.0,Race/Ethnicity
African-Americans,2045,P95,414.0,-28.0,-261.0,-370.0,-4.0,-9.0,127.0,0.0,0.0,-20.0,-1728.0,-2080.0,256.0,0.0,-2457.0,-255.0,-1864.0,-2113.0,0.0,-50.0,1497.0,2.0,-1979.0,-5398.0,-229.0,0.0,-63.0,Race/Ethnicity
African-Americans,2045,P99,2373.0,0.0,-3141.0,434.0,-27.0,0.0,198.0,0.0,0.0,-57.0,-3926.0,-2720.0,2066.0,16093.0,-1911.0,-668.0,-5294.0,-1691.0,0.0,-847.0,1785.0,0.0,-1736.0,-6536.0,-704.0,-765.0,-359.0,Race/Ethnicity
African-Americans,2055,P10,102.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.1399999999994,2426.0499999999993,0.0,0.0,0.0,0.0,2569.8499999999985,2650.6100000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2055,P25,457.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.5,567.1000000000004,0.0,0.0,-478.09999999999854,0.0,620.5999999999985,471.6999999999989,0.0,0.0,0.0,0.0,1018.3000000000011,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2055,P5,10.059999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.6399999999994,743.6700000000001,0.0,0.0,0.0,0.0,806.1900000000005,1013.1700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2055,P50,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.89999999999782,-743.6999999999971,0.0,0.0,-710.6000000000022,0.0,-89.90000000000146,-814.3999999999978,0.0,0.0,130.0,0.0,-664.7000000000007,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2055,P75,2234.0,0.0,-38.0,-207.0,-1.0,6.0,0.0,0.0,0.0,0.0,-583.0,-846.0,36.0,0.0,-2223.0,0.0,-1194.0,-699.0,0.0,-1.0,1726.0,0.0,-2697.0,-2610.0,0.0,0.0,3.0,Race/Ethnicity
African-Americans,2055,P90,1790.0,-38.0,-200.0,-302.0,-3.0,4.0,0.0,0.0,0.0,-8.0,377.0,-1027.0,196.0,0.0,-3211.0,-162.0,-784.0,-1427.0,0.0,-22.0,2499.0,0.0,-2925.0,-4362.0,-115.0,0.0,37.0,Race/Ethnicity
African-Americans,2055,P95,3077.0,0.0,-334.0,-745.0,-4.0,-12.0,-87.0,0.0,0.0,-31.0,-1890.0,-1618.0,329.0,0.0,-3387.0,-315.0,-3185.0,-1928.0,0.0,0.0,2120.0,0.0,-2447.0,-6556.0,-290.0,0.0,-59.0,Race/Ethnicity
African-Americans,2055,P99,862.0,0.0,-748.0,-1453.0,-11.0,-217.0,67.0,0.0,0.0,-21.0,-2784.0,3688.0,1791.0,17920.0,-3144.0,-784.0,1411.0,-4390.0,-389.0,0.0,3968.0,0.0,-1901.0,-5976.0,-772.0,-1573.0,152.0,Race/Ethnicity
African-Americans,2065,P10,141.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458.0899999999992,2820.71,0.0,0.0,0.0,0.0,2620.3500000000004,2981.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2065,P25,591.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.59999999999854,488.60000000000036,0.0,0.0,-850.2000000000007,0.0,382.2000000000007,533.5,0.0,0.0,0.0,0.0,893.2000000000007,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2065,P5,11.439999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.8700000000003,547.1499999999999,0.0,0.0,0.0,0.0,879.5200000000004,766.2700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2065,P50,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338.0,-905.5999999999985,0.0,0.0,-1132.1000000000022,0.0,-426.0,-884.0,0.0,0.0,566.7,0.0,-1225.2999999999993,0.0,0.0,0.0,0.0,Race/Ethnicity
African-Americans,2065,P75,2583.0,0.0,-34.0,-103.0,-1.0,-5.0,0.0,0.0,0.0,0.0,-699.0,-902.0,29.0,0.0,-2880.0,0.0,-240.0,-13.0,0.0,0.0,3127.0,0.0,-3515.0,-3130.0,0.0,0.0,22.0,Race/Ethnicity
African-Americans,2065,P90,3530.0,-11.0,-202.0,-317.0,-3.0,-2.0,0.0,0.0,0.0,-13.0,-1675.0,-854.0,198.0,0.0,-4620.0,-175.0,-1778.0,-330.0,32.0,0.0,3691.0,0.0,-3806.0,-5942.0,-104.0,0.0,24.0,Race/Ethnicity
African-Americans,2065,P95,3048.0,0.0,-362.0,-871.0,-5.0,-34.0,-55.0,-2711.0,0.0,-29.0,-1814.0,-417.0,352.0,0.0,-4675.0,-353.0,-1722.0,-2325.0,142.0,0.0,5113.0,0.0,-3650.0,-8007.0,-290.0,0.0,21.0,Race/Ethnicity
African-Americans,2065,P99,9963.0,0.0,-3610.0,3095.0,-18.0,0.0,-323.0,0.0,0.0,-91.0,-5057.0,387.0,2834.0,0.0,-1878.0,-904.0,-3659.0,-5025.0,0.0,-312.0,7733.0,0.0,-1244.0,-8908.0,0.0,-2645.0,339.0,Race/Ethnicity
All Individuals,2015,P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.709999999999127,-12.759999999999309,0.0,0.0,0.0,0.0,-5.029999999998836,-7.559999999999491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2015,P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.69999999999709,-56.5,0.0,0.0,0.0,0.0,-38.10000000000218,-30.099999999998545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2015,P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.11999999999989,0.0,0.0,0.0,0.0,0.0,0.0,-3.2100000000000364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2015,P50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.80000000000291,-53.20000000000073,0.0,0.0,0.0,0.0,-59.0,-29.600000000002183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2015,P75,0.0,-176.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-74.0,0.0,0.0,0.0,0.0,-106.0,-132.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,All Individuals
All Individuals,2015,P90,0.0,-203.0,0.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-144.0,0.0,0.0,0.0,0.0,-196.0,-171.0,-6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,All Individuals
All Individuals,2015,P95,0.0,-113.0,0.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.0,-51.0,0.0,0.0,0.0,0.0,-299.0,-154.0,-30.0,-25.0,0.0,-8.0,0.0,0.0,0.0,0.0,-1.0,All Individuals
All Individuals,2015,P99,0.0,-388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,-189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,All Individuals
All Individuals,2025,P10,21.610000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.9200000000001,688.96,0.0,0.0,0.0,0.0,498.380000000001,717.5699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2025,P25,29.299999999999955,0.0,0.0,0.0,0.0,-0.4000000000000341,0.0,0.0,0.0,0.0,-172.5,-251.0,0.0,0.0,174.0,0.0,-198.0,-230.0,0.0,0.0,0.0,0.0,555.5999999999995,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2025,P5,10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.1199999999999,561.6299999999997,0.0,0.0,0.0,0.0,529.6599999999999,660.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2025,P50,34.100000000000364,0.0,0.0,-46.900000000000006,0.0,-2.599999999999909,0.0,0.0,0.0,0.0,-378.5,-409.3999999999978,0.0,0.0,-344.2999999999993,0.0,-409.3999999999942,-445.6000000000022,0.0,0.0,0.0,0.0,-362.7999999999993,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2025,P75,31.0,-123.0,-73.0,-93.0,-1.0,3.0,0.0,0.0,0.0,0.0,-465.0,-475.0,68.0,0.0,-504.0,-51.0,-490.0,-554.0,-1.0,-2.0,13.0,0.0,-456.0,-398.0,0.0,0.0,-17.0,All Individuals
All Individuals,2025,P90,-63.0,-153.0,-171.0,-311.0,-3.0,-1.0,0.0,0.0,0.0,0.0,-565.0,-514.0,175.0,0.0,-563.0,-109.0,-712.0,-742.0,-2.0,0.0,-5.0,0.0,-511.0,-552.0,-153.0,0.0,-48.0,All Individuals
All Individuals,2025,P95,-12.0,-69.0,-272.0,-323.0,-4.0,27.0,23.0,0.0,0.0,-5.0,-568.0,-495.0,262.0,0.0,-547.0,-231.0,-682.0,-859.0,-14.0,-18.0,4.0,0.0,-549.0,-575.0,-242.0,0.0,-77.0,All Individuals
All Individuals,2025,P99,0.0,-303.0,-1243.0,-27.0,-15.0,-16.0,3.0,0.0,0.0,-58.0,-2276.0,-1602.0,803.0,0.0,-471.0,-592.0,-570.0,-1198.0,0.0,0.0,-3.0,0.0,-606.0,-533.0,-557.0,-357.0,-135.0,All Individuals
All Individuals,2035,P10,87.17999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.4200000000001,933.3199999999997,0.0,0.0,0.0,0.0,737.4799999999996,984.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2035,P25,217.20000000000005,0.0,0.0,0.0,0.0,0.4000000000000341,0.0,0.0,0.0,0.0,-446.59999999999854,-645.5999999999985,0.0,0.0,-751.1000000000004,0.0,-465.2999999999993,-681.1000000000022,0.0,0.0,0.0,0.0,303.6999999999989,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2035,P5,31.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.2699999999995,561.96,0.0,0.0,0.0,0.0,707.619999999999,635.0699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2035,P50,290.3000000000002,0.0,0.0,-70.9,0.0,3.299999999999727,0.0,0.0,0.0,0.0,-924.0999999999985,-1122.7999999999993,0.0,0.0,-1196.0,0.0,-968.6999999999971,-1231.4000000000015,0.0,0.0,99.2,0.0,-1516.3999999999996,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2035,P75,198.0,-82.0,-79.0,-252.0,-1.0,6.0,0.0,0.0,0.0,0.0,-1218.0,-1448.0,71.0,0.0,-1931.0,-39.0,-1393.0,-1602.0,0.0,-2.0,131.0,0.0,-1813.0,-1471.0,0.0,0.0,-16.0,All Individuals
All Individuals,2035,P90,341.0,-158.0,-206.0,-479.0,-3.0,30.0,0.0,0.0,0.0,0.0,-1393.0,-1377.0,204.0,0.0,-2307.0,-213.0,-1716.0,-2106.0,-2.0,-29.0,180.0,0.0,-1830.0,-2678.0,-162.0,0.0,-57.0,All Individuals
All Individuals,2035,P95,67.0,-28.0,-317.0,-852.0,-5.0,12.0,-5.0,0.0,0.0,-30.0,-1641.0,-1638.0,318.0,0.0,-2352.0,-345.0,-1855.0,-2580.0,-78.0,-22.0,52.0,-91.0,-1780.0,-3157.0,-301.0,0.0,-97.0,All Individuals
All Individuals,2035,P99,1975.0,0.0,-1896.0,-800.0,-19.0,-69.0,-25.0,0.0,0.0,-38.0,-3486.0,-2649.0,1155.0,0.0,-1732.0,-724.0,-1895.0,-3206.0,0.0,-258.0,-81.0,-162.0,-586.0,-3356.0,-679.0,-1516.0,-122.0,All Individuals
All Individuals,2045,P10,173.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.7699999999986,1198.2399999999998,0.0,0.0,0.0,0.0,1109.3999999999996,1301.5100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2045,P25,545.3000000000002,0.0,0.0,0.0,0.0,0.39999999999997726,0.0,0.0,0.0,0.0,-541.8999999999978,-814.2999999999993,0.0,0.0,-1449.0999999999985,0.0,-553.2999999999993,-867.2999999999993,0.0,0.0,0.0,0.0,3.7999999999992724,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2045,P5,50.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.83999999999924,314.00999999999976,0.0,0.0,0.0,0.0,567.1000000000004,438.5500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2045,P50,925.0,0.0,0.0,0.0,0.0,1.699999999999818,0.0,0.0,0.0,0.0,-954.5,-1414.8999999999978,0.0,0.0,-1723.3999999999978,0.0,-854.8000000000029,-1338.0999999999985,0.0,0.0,466.5,0.0,-2098.199999999999,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2045,P75,845.0,-39.0,-75.0,-308.0,-1.0,7.0,0.0,0.0,0.0,0.0,-1282.0,-1746.0,70.0,0.0,-2957.0,-30.0,-1508.0,-1969.0,-1.0,-4.0,745.0,0.0,-2883.0,-2276.0,0.0,0.0,-13.0,All Individuals
All Individuals,2045,P90,1083.0,-70.0,-194.0,-605.0,-3.0,-18.0,0.0,0.0,0.0,-24.0,-2032.0,-2191.0,227.0,0.0,-3608.0,-227.0,-2777.0,-2500.0,0.0,-36.0,593.0,0.0,-3005.0,-4471.0,-167.0,0.0,-69.0,All Individuals
All Individuals,2045,P95,645.0,-12.0,-363.0,-1110.0,-6.0,35.0,42.0,0.0,0.0,-26.0,-2417.0,-2612.0,357.0,0.0,-3703.0,-320.0,-3180.0,-3280.0,0.0,-16.0,498.0,12.0,-2421.0,-5766.0,-333.0,0.0,-86.0,All Individuals
All Individuals,2045,P99,-1041.0,0.0,-1986.0,-492.0,-24.0,59.0,25.0,0.0,0.0,11.0,-4993.0,-3944.0,1579.0,0.0,-2056.0,-826.0,-5603.0,-4363.0,0.0,-67.0,1011.0,0.0,17.0,-7123.0,-790.0,-2995.0,-219.0,All Individuals
All Individuals,2055,P10,250.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.2200000000012,1507.79,0.0,0.0,0.0,0.0,1303.8099999999995,1600.0100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2055,P25,931.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.59999999999854,-665.7999999999993,0.0,0.0,-2013.7000000000007,0.0,-321.59999999999854,-697.9000000000015,0.0,0.0,0.0,0.0,-275.10000000000036,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2055,P5,56.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.6100000000001,626.51,0.0,0.0,0.0,0.0,812.960000000001,675.6400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2055,P50,1811.4000000000005,0.0,0.0,-11.900000000000006,0.0,4.099999999999909,0.0,0.0,0.0,0.0,-542.7000000000044,-1228.2000000000007,0.0,0.0,-2085.7999999999993,0.0,-392.1999999999971,-981.5999999999985,0.0,0.0,744.6,0.0,-2317.899999999998,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2055,P75,1994.0,0.0,-93.0,-453.0,-2.0,15.0,0.0,0.0,0.0,-4.0,-827.0,-1467.0,89.0,0.0,-3638.0,-50.0,-1061.0,-1908.0,-1.0,-5.0,2064.0,0.0,-3784.0,-3033.0,0.0,0.0,8.0,All Individuals
All Individuals,2055,P90,1939.0,-47.0,-253.0,-671.0,-4.0,20.0,0.0,0.0,0.0,-21.0,-1343.0,-1896.0,267.0,0.0,-4287.0,-264.0,-2286.0,-2861.0,-2.0,-7.0,1739.0,0.0,-3425.0,-5768.0,-167.0,0.0,-33.0,All Individuals
All Individuals,2055,P95,1730.0,0.0,-397.0,-1027.0,-6.0,40.0,-25.0,0.0,-821.0,-19.0,-1828.0,-2653.0,404.0,0.0,-3960.0,-435.0,-1571.0,-2302.0,-44.0,-15.0,1999.0,50.0,-2428.0,-7450.0,-325.0,0.0,-60.0,All Individuals
All Individuals,2055,P99,2395.0,0.0,-2438.0,-1035.0,-27.0,27.0,-36.0,0.0,0.0,-22.0,-1985.0,-5161.0,1789.0,0.0,-1425.0,-1251.0,-2088.0,-3451.0,0.0,0.0,2460.0,144.0,644.0,-8281.0,-871.0,-3415.0,-162.0,All Individuals
All Individuals,2065,P10,294.17999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0899999999983,1565.0600000000004,0.0,0.0,0.0,0.0,1510.8600000000006,1600.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Individuals
All Individuals,2065,P25,1169.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.0,-534.3999999999996,0.0,0.0,-2508.699999999999,0.0,-154.29999999999927,-526.0999999999985,0.0,0.0,0.0,0.0,-727.0,0.0,0.0,0.0,0.0,All Individuals
